v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,,,
ham,Prepare to be pleasured :),,,
ham,Ok. She'll be ok. I guess,,,
ham,I am great! How are you?,,,
ham,"Yup, leaving right now, be back soon",,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,
ham,Just getting back home,,,
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",,,
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,I'm on the bus. Love you,,,
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",,,
ham,Wat r u doing?,,,
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,,,
ham,What type of stuff do you sing?,,,
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
ham,Sorry for the delay. Yes masters,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,,,
ham,\alright babe," justthought iåÕd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.\""""",,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,,,
ham,Cheers for the card ... Is it that time of year already?,,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,I donno its in your genes or something,,,
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
ham,I could ask carlos if we could get more if anybody else can chip in,,,
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,
ham,Dude how do you like the buff wind.,,,
ham,What's nannys address?,,,
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",,,
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,,,
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
ham,You are a very very very very bad girl. Or lady.,,,
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",,,
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,,,
ham,"I think your mentor is , but not 100 percent sure.",,,
ham,Thank you princess! You are so sexy...,,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
ham,Great. So should i send you my account number.,,,
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,,,
ham,"Sorry pa, i dont knw who ru pa?",,,
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,,,
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",,,
ham,Good evening! How are you?,,,
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,,,
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
ham,Full heat pa:-) i have applyed oil pa.,,,
ham,I think just yourself Û_Thanks and see you tomo,,,
ham,I'll be at mu in like  &lt;#&gt;  seconds,,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
ham,"Sorry pa, i dont knw who ru pa?",,,
ham,* You gonna ring this weekend or wot?,,,
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,,,
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,,,
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,,,
ham,No break time one... How... I come out n get my stuff fr Ì_?,,,
ham,Ffffffffff. Alright no way I can meet up with you sooner?,,,
ham,Ok... Ur typical reply...,,,
ham,Understand. his loss is my gain :) so do you work? School?,,,
ham,I'm reaching home in 5 min.,,,
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,,,
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",,,
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
ham,Good night my dear.. Sleepwell&amp;Take care,,,
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
ham,"Probably not, still going over some stuff here",,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,Change windows logoff sound..,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
ham,Still in the area of the restaurant. Ill try to come back soon,,,
ham,No problem. How are you doing?,,,
spam,You have 1 new message. Please call 08712400200.,,,
ham,"I'm in a meeting, call me later at",,,
ham,Esplanade lor. Where else...,,,
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,,,
ham,At 4. Let's go to bill millers,,,
ham,Ok...,,,
ham,Hahaha..use your brain dear,,,
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,,,
ham,She went to attend another two rounds today..but still did't reach home..,,,
ham,I'm working technical support :)voice process.networking field.,,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,"Ta-Daaaaa! I am home babe, are you still up ?",,,
ham,Ok ok take care. I can understand.,,,
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,,,
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",,,
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",,,
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
ham,Just sleeping..and surfing,,,
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",,,
ham,Are you going to write ccna exam this week??,,,
ham,How long does it take to get it.,,,
ham,Would really appreciate if you call me. Just need someone to talk to.,,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,
ham,Yes :)it completely in out of form:)clark also utter waste.,,,
ham,Still in the area of the restaurant. Ill try to come back soon,,,
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",,,
ham,Great! I shoot big loads so get ready!,,,
ham,"Nah I don't think he goes to usf, he lives around here though",,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
ham,Yavnt tried yet and never played original either,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,K then 2marrow are you coming to class.,,,
ham,Where do you need to go to get it?,,,
ham,Do well :)all will for little time. Thing of good times ahead:,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,My sister cleared two round in birla soft yesterday.,,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,No dear i was sleeping :-P,,,
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,,,
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,
ham,How. Its a little difficult but its a simple way to enter this place,,,
ham,Wot is u up 2 then bitch?,,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,No no. I will check all rooms befor activities,,,
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,
ham,Dont let studying stress you out. L8r.,,,
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
ham,How long does applebees fucking take,,,
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,,,
ham,Is fujitsu s series lifebook good?,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,,,
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,,,
ham,"Aight, I'll text you when I'm back",,,
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
ham,Still chance there. If you search hard you will get it..let have a try :),,,
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,,,
